words@pvs2006f	@pvs2006f	00:00:01.190	1.19	00:00:02.290	2.29	00:00:01.100	1.1	ммм
words@pvs2006f	@pvs2006f	00:00:02.787	2.787	00:00:03.695	3.695	00:00:00.908	0.908	возвращая
words@pvs2006f	@pvs2006f	00:00:03.695	3.695	00:00:03.828	3.828	00:00:00.133	0.133	к
words@pvs2006f	@pvs2006f	00:00:03.828	3.828	00:00:04.298	4.298	00:00:00.470	0.47	//
words@pvs2006f	@pvs2006f	00:00:04.298	4.298	00:00:04.470	4.47	00:00:00.172	0.172	Битлз
words@pvs2006f	@pvs2006f	00:00:04.470	4.47	00:00:04.824	4.824	00:00:00.354	0.354	/
words@pvs2006f	@pvs2006f	00:00:04.824	4.824	00:00:05.178	5.178	00:00:00.354	0.354	какую
words@pvs2006f	@pvs2006f	00:00:05.178	5.178	00:00:05.532	5.532	00:00:00.354	0.354	музыку
words@pvs2006f	@pvs2006f	00:00:05.532	5.532	00:00:05.886	5.886	00:00:00.354	0.354	вообще
words@pvs2006f	@pvs2006f	00:00:05.886	5.886	00:00:06.240	6.24	00:00:00.354	0.354	слушаешь
words@pvs2006f	@pvs2006f	00:00:06.240	6.24	00:00:06.594	6.594	00:00:00.354	0.354	жанр
words@pvs2006f	@pvs2006f	00:00:06.594	6.594	00:00:06.948	6.948	00:00:00.354	0.354	может
words@pvs2006f	@pvs2006f	00:00:06.948	6.948	00:00:07.302	7.302	00:00:00.354	0.354	любимый
words@pvs2006f	@pvs2006f	00:00:07.302	7.302	00:00:07.656	7.656	00:00:00.354	0.354	исполнитель
words@pvs2006f	@pvs2006f	00:00:07.656	7.656	00:00:08.014	8.014	00:00:00.358	0.358	есть
