words@fmm2006m	@fmm2006m	00:00:08.116	8.116	00:00:08.461	8.461	00:00:00.345	0.345	а
words@fmm2006m	@fmm2006m	00:00:08.461	8.461	00:00:08.806	8.806	00:00:00.345	0.345	слава
words@fmm2006m	@fmm2006m	00:00:08.806	8.806	00:00:09.085	9.085	00:00:00.279	0.279	Богу
words@fmm2006m	@fmm2006m	00:00:09.085	9.085	00:00:09.464	9.464	00:00:00.379	0.379	музыка
words@fmm2006m	@fmm2006m	00:00:09.464	9.464	00:00:09.843	9.843	00:00:00.379	0.379	/
words@fmm2006m	@fmm2006m	00:00:10.050	10.05	00:00:10.404	10.404	00:00:00.354	0.354	потому
words@fmm2006m	@fmm2006m	00:00:10.404	10.404	00:00:10.758	10.758	00:00:00.354	0.354	что
words@fmm2006m	@fmm2006m	00:00:10.758	10.758	00:00:11.112	11.112	00:00:00.354	0.354	песни
words@fmm2006m	@fmm2006m	00:00:11.112	11.112	00:00:11.466	11.466	00:00:00.354	0.354	это
words@fmm2006m	@fmm2006m	00:00:11.466	11.466	00:00:12.036	12.036	00:00:00.570	0.57	//
words@fmm2006m	@fmm2006m	00:00:12.036	12.036	00:00:12.174	12.174	00:00:00.138	0.138	я
words@fmm2006m	@fmm2006m	00:00:12.174	12.174	00:00:12.612	12.612	00:00:00.438	0.438	пас
words@fmm2006m	@fmm2006m	00:00:12.612	12.612	00:00:12.758	12.758	00:00:00.146	0.146	я
words@fmm2006m	@fmm2006m	00:00:12.758	12.758	00:00:13.117	13.117	00:00:00.359	0.359	пасую
words@fmm2006m	@fmm2006m	00:00:13.117	13.117	00:00:13.413	13.413	00:00:00.296	0.296	конечно
words@fmm2006m	@fmm2006m	00:00:13.413	13.413	00:00:13.638	13.638	00:00:00.225	0.225	/
words@fmm2006m	@fmm2006m	00:00:13.643	13.643	00:00:14.020	14.02	00:00:00.377	0.377	а
words@fmm2006m	@fmm2006m	00:00:14.020	14.02	00:00:14.397	14.397	00:00:00.377	0.377	если
words@fmm2006m	@fmm2006m	00:00:14.397	14.397	00:00:14.774	14.774	00:00:00.377	0.377	музыка
words@fmm2006m	@fmm2006m	00:00:14.774	14.774	00:00:15.152	15.152	00:00:00.378	0.378	//
words@fmm2006m	@fmm2006m	00:00:16.000	16.0	00:00:16.543	16.543	00:00:00.543	0.543	то
words@fmm2006m	@fmm2006m	00:00:16.543	16.543	00:00:16.947	16.947	00:00:00.404	0.404	/
words@fmm2006m	@fmm2006m	00:00:16.947	16.947	00:00:17.537	17.537	00:00:00.590	0.59	это
words@fmm2006m	@fmm2006m	00:00:17.537	17.537	00:00:18.359	18.359	00:00:00.822	0.822	/
words@fmm2006m	@fmm2006m	00:00:18.359	18.359	00:00:18.717	18.717	00:00:00.358	0.358	наверное
words@fmm2006m	@fmm2006m	00:00:18.736	18.736	00:00:19.160	19.16	00:00:00.424	0.424	даже
words@fmm2006m	@fmm2006m	00:00:19.160	19.16	00:00:19.584	19.584	00:00:00.424	0.424	дев=девушка
words@fmm2006m	@fmm2006m	00:00:19.584	19.584	00:00:20.018	20.018	00:00:00.434	0.434	оглянулась
words@fmm2006m	@fmm2006m	00:00:20.018	20.018	00:00:20.157	20.157	00:00:00.139	0.139	она
words@fmm2006m	@fmm2006m	00:00:20.157	20.157	00:00:20.491	20.491	00:00:00.334	0.334	подумала
words@fmm2006m	@fmm2006m	00:00:20.491	20.491	00:00:20.674	20.674	00:00:00.183	0.183	что
words@fmm2006m	@fmm2006m	00:00:20.674	20.674	00:00:20.843	20.843	00:00:00.169	0.169	мы
words@fmm2006m	@fmm2006m	00:00:20.843	20.843	00:00:20.996	20.996	00:00:00.153	0.153	о
words@fmm2006m	@fmm2006m	00:00:20.996	20.996	00:00:21.260	21.26	00:00:00.264	0.264	чем-то
words@fmm2006m	@fmm2006m	00:00:21.260	21.26	00:00:21.664	21.664	00:00:00.404	0.404	странном
words@fmm2006m	@fmm2006m	00:00:21.664	21.664	00:00:21.998	21.998	00:00:00.334	0.334	говорим
words@fmm2006m	@fmm2006m	00:00:21.998	21.998	00:00:22.332	22.332	00:00:00.334	0.334	в
words@fmm2006m	@fmm2006m	00:00:22.332	22.332	00:00:22.666	22.666	00:00:00.334	0.334	принципе
words@fmm2006m	@fmm2006m	00:00:22.666	22.666	00:00:23.000	23.0	00:00:00.334	0.334	права
words@fmm2006m	@fmm2006m	00:00:23.290	23.29	00:00:23.625	23.625	00:00:00.335	0.335	тем
words@fmm2006m	@fmm2006m	00:00:23.625	23.625	00:00:23.960	23.96	00:00:00.335	0.335	не
words@fmm2006m	@fmm2006m	00:00:23.960	23.96	00:00:24.295	24.295	00:00:00.335	0.335	менее
words@fmm2006m	@fmm2006m	00:00:24.295	24.295	00:00:24.630	24.63	00:00:00.335	0.335	если
words@fmm2006m	@fmm2006m	00:00:24.630	24.63	00:00:24.965	24.965	00:00:00.335	0.335	музыка
words@fmm2006m	@fmm2006m	00:00:24.965	24.965	00:00:25.300	25.3	00:00:00.335	0.335	то
words@fmm2006m	@fmm2006m	00:00:25.300	25.3	00:00:25.635	25.635	00:00:00.335	0.335	/
words@fmm2006m	@fmm2006m	00:00:25.635	25.635	00:00:25.970	25.97	00:00:00.335	0.335	ну
words@fmm2006m	@fmm2006m	00:00:25.970	25.97	00:00:26.305	26.305	00:00:00.335	0.335	я
words@fmm2006m	@fmm2006m	00:00:26.305	26.305	00:00:26.640	26.64	00:00:00.335	0.335	люблю
words@fmm2006m	@fmm2006m	00:00:26.640	26.64	00:00:26.975	26.975	00:00:00.335	0.335	академическую
words@fmm2006m	@fmm2006m	00:00:26.975	26.975	00:00:27.310	27.31	00:00:00.335	0.335	оркестровую
words@fmm2006m	@fmm2006m	00:00:27.310	27.31	00:00:27.649	27.649	00:00:00.339	0.339	/
words@fmm2006m	@fmm2006m	00:00:28.548	28.548	00:00:28.701	28.701	00:00:00.153	0.153	а
words@fmm2006m	@fmm2006m	00:00:28.701	28.701	00:00:28.961	28.961	00:00:00.260	0.26	вот
words@fmm2006m	@fmm2006m	00:00:28.961	28.961	00:00:29.580	29.58	00:00:00.619	0.619	композитор
words@fmm2006m	@fmm2006m	00:00:29.580	29.58	00:00:30.915	30.915	00:00:01.335	1.335	//
words@fmm2006m	@fmm2006m	00:00:30.915	30.915	00:00:31.039	31.039	00:00:00.124	0.124	ну
words@fmm2006m	@fmm2006m	00:00:31.039	31.039	00:00:31.299	31.299	00:00:00.260	0.26	опять
words@fmm2006m	@fmm2006m	00:00:31.299	31.299	00:00:31.484	31.484	00:00:00.185	0.185	их
words@fmm2006m	@fmm2006m	00:00:31.484	31.484	00:00:31.897	31.897	00:00:00.413	0.413	несколько
words@fmm2006m	@fmm2006m	00:00:31.897	31.897	00:00:32.302	32.302	00:00:00.405	0.405	наверное
words@fmm2006m	@fmm2006m	00:00:32.302	32.302	00:00:32.598	32.598	00:00:00.296	0.296	это
words@fmm2006m	@fmm2006m	00:00:32.598	32.598	00:00:32.868	32.868	00:00:00.270	0.27	будет
words@fmm2006m	@fmm2006m	00:00:32.868	32.868	00:00:33.912	33.912	00:00:01.044	1.044	Бетховен
words@fmm2006m	@fmm2006m	00:00:33.912	33.912	00:00:34.956	34.956	00:00:01.044	1.044	//
words@fmm2006m	@fmm2006m	00:00:34.956	34.956	00:00:35.138	35.138	00:00:00.182	0.182	это
words@fmm2006m	@fmm2006m	00:00:35.138	35.138	00:00:35.448	35.448	00:00:00.310	0.31	будет
words@fmm2006m	@fmm2006m	00:00:35.448	35.448	00:00:35.867	35.867	00:00:00.419	0.419	Бетховен
words@fmm2006m	@fmm2006m	00:00:35.867	35.867	00:00:36.647	36.647	00:00:00.780	0.78	Штраус
words@fmm2006m	@fmm2006m	00:00:36.647	36.647	00:00:38.320	38.32	00:00:01.673	1.673	/
words@fmm2006m	@fmm2006m	00:00:38.320	38.32	00:00:38.497	38.497	00:00:00.177	0.177	ну
words@fmm2006m	@fmm2006m	00:00:38.497	38.497	00:00:38.691	38.691	00:00:00.194	0.194	и
words@fmm2006m	@fmm2006m	00:00:38.691	38.691	00:00:39.232	39.232	00:00:00.541	0.541	там
words@fmm2006m	@fmm2006m	00:00:39.232	39.232	00:00:40.102	40.102	00:00:00.870	0.87	какие-нибудь
words@fmm2006m	@fmm2006m	00:00:40.102	40.102	00:00:40.972	40.972	00:00:00.870	0.87	кусочки
words@fmm2006m	@fmm2006m	00:00:40.972	40.972	00:00:41.842	41.842	00:00:00.870	0.87	Прокофьева
words@fmm2006m	@fmm2006m	00:00:41.842	41.842	00:00:42.712	42.712	00:00:00.870	0.87	кусочки
words@fmm2006m	@fmm2006m	00:00:42.712	42.712	00:00:43.582	43.582	00:00:00.870	0.87	Стравинского
words@fmm2006m	@fmm2006m	00:00:43.582	43.582	00:00:44.452	44.452	00:00:00.870	0.87	/
words@fmm2006m	@fmm2006m	00:00:45.305	45.305	00:00:45.621	45.621	00:00:00.316	0.316	ну
words@fmm2006m	@fmm2006m	00:00:45.621	45.621	00:00:45.937	45.937	00:00:00.316	0.316	и
words@fmm2006m	@fmm2006m	00:00:45.937	45.937	00:00:46.253	46.253	00:00:00.316	0.316	всех
words@fmm2006m	@fmm2006m	00:00:46.253	46.253	00:00:46.569	46.569	00:00:00.316	0.316	остальных
words@fmm2006m	@fmm2006m	00:00:46.569	46.569	00:00:46.885	46.885	00:00:00.316	0.316	/
